"time","date","hour","premise","offense","beat","block","street","type","suffix","number","month","day","location","address","lon","lat"
"12/07/10 22:00","07/12/10",17,"250","aggravated assault","9C40","13400-13499","market","st","-",1,"july","monday","other / unknown","13450 market st",-95.6088741,29.8795563
"02/07/10 18:00","07/02/10",13,"20R","aggravated assault","8C60","5000-5099","calgary","","-",2,"july","friday","residence / house","5050 calgary",-95.3158343,29.8640291
"08/06/10 01:00","06/07/10",20,"13R","aggravated assault","9C10","400-499","fidelity","st","-",1,"june","monday","road / street / sidewalk"," 450 fidelity st",-95.2552235,29.7366014
"09/01/10 09:00","01/09/10",3,"20R","aggravated assault","8C50","8900-8999","forest hollow","dr","-",1,"january","saturday","residence / house","8950 forest hollow dr",-95.259797,29.86399
"29/05/10 09:00","5/29/2010",4,"20R","aggravated assault","19G40","11800-11899","spring grove","dr","-",2,"may","saturday","residence / house","11850 spring grove dr",-95.587844,29.670382
"03/05/10 18:00","05/03/10",13,"20A","aggravated assault","1,50E+21","10500-10599","post oak","rd","S",1,"may","monday","apartment","10550 post oak rd",-95.4629959,29.6677578
"03/07/10 19:00","07/03/10",14,"20A","aggravated assault","13D40","7900-7999","south sam houston","pkwy","E",1,"july","saturday","apartment","7950 south sam houston pkwy",-95.5577113,29.6904793
"10/02/10 09:00","02/10/10",3,"20R","aggravated assault","2A50","1100-1199","thompson","","-",2,"february","wednesday","residence / house","1150 thompson",-95.4040093,29.7715943
"11/07/10 02:00","07/10/10",21,"20R","aggravated assault","11H20","7100-7199","keller","","-",1,"july","saturday","residence / house","7150 keller",-95.2901927,29.706386
"07/05/10 21:00","05/07/10",16,"20A","aggravated assault","1A30","4300-4399","hazard","","-",1,"may","friday","apartment","4350 hazard",-95.407056,29.7335397
"29/07/10 02:00","7/28/2010",21,"13R","aggravated assault","9C10","500-599","fidelity","st","-",1,"july","wednesday","road / street / sidewalk"," 550 fidelity st",-95.2552523,29.7374301
"03/07/10 07:00","07/03/10",2,"18O","aggravated assault","14D20","2700-2799","reed","rd","-",1,"july","saturday",NA,"2750 reed rd",-95.3855375,29.657704
"12/07/10 19:00","07/12/10",14,"13R","aggravated assault","14D30","5600-5699","westover","","-",1,"july","monday","road / street / sidewalk","5650 westover",-95.338092,29.662911
"14/07/10 05:00","7/14/2010",0,"20R","aggravated assault","19G20","11600-11699","triola","","-",1,"july","wednesday","residence / house","11650 triola",-95.5846223,29.6978032
"16/05/10 16:00","5/16/2010",11,"20R","aggravated assault","14D30","5100-5199","myrtlewood","dr","-",1,"may","sunday","residence / house","5150 myrtlewood dr",-95.3464345,29.6681957
"27/02/10 00:00","2/26/2010",18,"20R","aggravated assault","12D10","1200-1299","globe","st","-",1,"february","friday","residence / house","1250 globe st",-95.2427511,29.6501331
"07/06/10 20:00","06/07/10",15,"13R","aggravated assault","10H70","1900-1999","ruth","","-",1,"june","monday","road / street / sidewalk","1950 ruth",-95.3755396,29.7278419
"19/07/10 05:00","7/19/2010",0,"13R","aggravated assault","10H50","3300-3399","holman","","-",1,"july","monday","road / street / sidewalk","3350 holman",-95.354887,29.725898
"02/08/10 03:00","08/01/10",22,"20R","aggravated assault","2A10","5600-5699","chapman","st","-",1,"august","sunday","residence / house","5650 chapman st",-95.3545687,29.8110069
"23/03/10 00:00","3/22/2010",19,"13R","aggravated assault","5F30","8600-8699","west sam houston","pkwy","N",1,"march","monday","road / street / sidewalk","8650 west sam houston pkwy",-95.5586437,29.6851305
"24/06/10 05:00","6/24/2010",0,"20A","aggravated assault","10H50","2500-2599","truxillo","","-",1,"june","thursday","apartment","2550 truxillo",-95.366913,29.7290682
"20/08/10 18:00","8/20/2010",13,"05C","aggravated assault","4F30","16800-16899","barker springs","rd","-",1,"august","friday","commercial building","16850 barker springs rd",-95.6756375,29.7856355
"08/03/10 00:00","03/07/10",18,"13R","aggravated assault","14D40","4800-4899","kilkenny","dr","-",1,"march","sunday","road / street / sidewalk","4850 kilkenny dr",-95.3555745,29.624796
"06/06/10 09:00","06/06/10",4,"20A","aggravated assault","14D20","4500-4599","mayflower","","-",1,"june","sunday","apartment","4550 mayflower",-95.356435,29.676288
"18/01/10 02:00","1/17/2010",20,"20A","aggravated assault","6B10","5600-5699","north","fwy","-",1,"january","sunday","apartment","5650 north fwy",-95.3951353,29.8490657
"08/02/10 02:00","02/07/10",20,"20R","aggravated assault","14D30","5800-5899","southford","","-",2,"february","sunday","residence / house","5850 southford",-95.333294,29.678412
"24/01/10 04:00","1/23/2010",22,"13R","aggravated assault","20G50","14100-14199","pinerock","ln","-",1,"january","saturday","road / street / sidewalk","14150 pinerock ln",-95.5940736,29.7770568
"13/02/10 05:00","02/12/10",23,"18G","aggravated assault","11H30","8500-8599","gulf","fwy","-",1,"february","friday","grocery / supermarket parking lot","8550 gulf fwy",-95.262438,29.667989
"15/04/10 16:00","4/15/2010",11,"18A","aggravated assault","19G10","9700-9799","beechnut","st","-",1,"april","thursday","apartment parking lot","9750 beechnut st",-95.5543821,29.6893978
"21/07/10 10:00","7/21/2010",5,"20R","aggravated assault","1,60E+21","4900-4999","macridge","blvd","-",1,"july","wednesday","residence / house","4950 macridge blvd",-95.4549194,29.6031222
"01/08/10 06:00","08/01/10",1,"03B","aggravated assault","2A20","5800-5899","fulton","st","-",1,"august","sunday","bar / night club","5850 fulton st",-95.3696939,29.8119641
"02/05/10 08:00","05/02/10",3,"20A","aggravated assault","8C50","8600-8699","sterlingshire","st","-",1,"may","sunday","apartment","8650 sterlingshire st",-95.2662676,29.8548725
"01/01/10 09:00","01/01/10",3,"250","rape","1,70E+11","5900-5999","glenmont","dr","-",1,"january","friday","other / unknown","5950 glenmont dr",-95.484982,29.7200746
"01/01/10 12:00","01/01/10",6,"20R","rape","10H10","2300-2399","sperber","ln","-",1,"january","friday","residence / house","2350 sperber ln",-95.348173,29.755053
"01/01/10 14:00","01/01/10",8,"20R","rape","1,60E+41","5800-5899","mackinaw","rd","-",1,"january","friday","residence / house","5850 mackinaw rd",-95.4735288,29.6002118
"01/01/10 19:00","01/01/10",13,"140","rape","18F30","5800-5899","southwest","fwy","-",1,"january","friday","hotel / motel / etc.","5850 southwest fwy",-95.4817376,29.726033
"02/01/10 17:00","01/02/10",11,"20A","rape","19G10","7500-7599","corporate","dr","-",1,"january","saturday","apartment","7550 corporate dr",-95.5522426,29.6983644
"02/01/10 23:00","01/02/10",17,"20R","rape","9C10","1100-1199","fidelity","st","-",1,"january","saturday","residence / house","1150 fidelity st",-95.2553549,29.7414671
"05/01/10 16:00","01/05/10",10,"20R","rape","20G70","3200-3299","westwick","dr","-",1,"january","tuesday","residence / house","3250 westwick dr",-95.610555,29.72749
"06/01/10 04:00","01/05/10",22,"20A","rape","1,70E+41","12100-12199","fondren","rd","-",1,"january","tuesday","apartment","12150 fondren rd",-95.508728,29.647666
"07/01/10 19:00","01/07/10",13,"20A","rape","2A60","1700-1799","t c jester","blvd","W",1,"january","thursday","apartment","1750 t c jester blvd",-95.4275373,29.7996037
"07/01/10 23:00","01/07/10",17,"100","rape","19G40","13200-13299","web","ln","-",1,"january","thursday","field / woods","13250 web ln",-95.3830615,29.7628844
"09/01/10 02:00","01/08/10",20,"250","rape","8C40","8000-8099","mesa","dr","-",1,"january","friday","other / unknown","8050 mesa dr",-95.2621709,29.8365127
"10/01/10 06:00","01/10/10",0,"140","rape","6B40","9700-9799","north","fwy","-",1,"january","sunday","hotel / motel / etc.","9750 north fwy",-95.412197,29.9056431
"11/01/10 02:00","01/10/10",20,"05H","rape","7C30","2300-2399","berry","rd","-",1,"january","sunday","body shop","2350 berry rd",-95.3487194,29.837703
"11/01/10 02:00","01/10/10",20,"20A","rape","6B60","16800-16899","city view","pl","-",1,"january","sunday","apartment","16850 city view pl",-95.3997105,29.945744
"11/01/10 07:00","01/11/10",1,"18A","rape","13D20","7600-7699","glenview","dr","-",1,"january","monday","apartment parking lot","7650 glenview dr",-95.2837087,29.6758581
"11/01/10 20:00","01/11/10",14,"13R","rape","10H40","4200-4299","main","st","-",1,"january","monday","road / street / sidewalk","4250 main st",-95.3823727,29.7350565
"12/01/10 08:00","01/12/10",2,"250","rape","2A60","1600-1699","north lp w","","-",1,"january","tuesday","other / unknown","1650 north lp w",-95.4014646,29.7278605
"12/01/10 19:00","01/12/10",13,"20R","rape","10H50","2200-2299","truxillo","","-",1,"january","tuesday","residence / house","2250 truxillo",-95.3692753,29.730509
"13/01/10 16:00","1/13/2010",10,"20A","rape","14D10","3300-3399","yellowstone","blvd","-",1,"january","wednesday","apartment","3350 yellowstone blvd",-95.3726568,29.69691
"15/01/10 19:00","1/15/2010",13,"20R","rape","1,60E+41","16500-16599","quail meadow","dr","-",1,"january","friday","residence / house","16550 quail meadow dr",-95.5116452,29.5865612
"16/01/10 07:00","1/16/2010",1,"13R","rape","2A60","1600-1699","north lp w","","-",1,"january","saturday","road / street / sidewalk","1650 north lp w",-95.4014646,29.7278605
"16/01/10 08:00","1/16/2010",2,"20R","rape","4F30","1300-1399","moorwick","ln","-",1,"january","saturday","residence / house","1350 moorwick ln",-95.5929083,29.7885555
"18/01/10 14:00","1/18/2010",8,"05O","rape","6B60","400-499","benmar","dr","-",1,"january","monday",NA," 450 benmar dr",-95.3986176,29.9439035
"19/01/10 23:00","1/19/2010",17,"20R","rape","11H40","1000-1099","ruell","","-",1,"january","tuesday","residence / house","1050 ruell",-95.2487431,29.6955498
"20/01/10 05:00","1/19/2010",23,"40","rape","11H30","8100-8199","kingsley","","-",1,"january","tuesday","church / synagogue / temple","8150 kingsley",-95.2765936,29.6873691
"20/01/10 06:00","1/20/2010",0,"100","rape","10H50","3200-3299","holman","","-",1,"january","wednesday","field / woods","3250 holman",-95.3581034,29.7276289
"22/01/10 00:00","1/21/2010",18,"20R","rape","10H70","1500-1599","ben taub loop","","-",1,"january","thursday","residence / house","1550 ben taub loop",-95.3938936,29.7114424
"22/01/10 16:00","1/22/2010",10,"140","rape","18F50","6700-6799","southwest","fwy","-",1,"january","friday","hotel / motel / etc.","6750 southwest fwy",-95.5010008,29.7153362
"23/01/10 01:00","1/22/2010",19,"18A","rape","9C40","12200-12299","fleming","dr","-",1,"january","friday","apartment parking lot","12250 fleming dr",-95.2201792,29.7757542
"23/01/10 05:00","1/22/2010",23,"18N","rape","6B40","7500-7599","de priest","st","-",1,"january","friday","bar / night club parking lot","7550 de priest st",-95.4204045,29.8694905
"23/01/10 20:00","1/23/2010",14,"20R","rape","12D20","9900-9999","carmalee","","-",1,"january","saturday","residence / house","9950 carmalee",-95.2395446,29.6109013
"24/01/10 06:00","1/24/2010",0,"20A","rape","1,50E+31","7500-7599","brompton","st","-",1,"january","sunday","apartment","7550 brompton st",-95.4228269,29.7019346
"24/01/10 07:00","1/24/2010",1,"100","rape","10H40","3800-3899","travis","st","-",1,"january","sunday","field / woods","3850 travis st",-95.3809576,29.7383558
"24/01/10 10:00","1/24/2010",4,"20A","rape","5F20","3400-3499","blalock","rd","-",1,"january","sunday","apartment","3450 blalock rd",-95.5225562,29.8244435
"25/01/10 02:00","1/24/2010",20,"250","rape","19G50","10800-10899","wilcrest","dr","-",1,"january","sunday","other / unknown","10850 wilcrest dr",-95.5688249,29.6647983
"26/01/10 04:00","1/25/2010",22,"18A","rape","13D20","8200-8299","broadway","st","-",1,"january","monday","apartment parking lot","8250 broadway st",-95.2773043,29.673664
"27/01/10 18:00","1/27/2010",12,"20A","rape","20G10","9200-9299","clarewood","dr","-",1,"january","wednesday","apartment","9250 clarewood dr",-95.5460242,29.707192
"27/01/10 20:00","1/27/2010",14,"18A","rape","7C20","2800-2899","collingsworth","","-",1,"january","wednesday","apartment parking lot","2850 collingsworth",-95.3413769,29.7937415
"28/01/10 12:00","1/28/2010",6,"20R","rape","2A60","1600-1699","north lp w","","-",1,"january","thursday","residence / house","1650 north lp w",-95.4014646,29.7278605
"29/01/10 09:00","1/29/2010",3,"70","rape","5F30","13400-13499","northwest","fwy","-",1,"january","friday","convenience store","13450 northwest fwy",-95.5143457,29.8540643
"30/01/10 08:00","1/30/2010",2,"13R","rape","20G60","14300-14399","lost meadow","ln","-",1,"january","saturday","road / street / sidewalk","14350 lost meadow ln",-95.5971421,29.7829275
"31/01/10 10:00","1/31/2010",4,"13H","rape","9C40","900-999","federal","rd","-",1,"january","sunday","highway / freeway"," 950 federal rd",-95.2159557,29.7732457
"01/02/10 09:00","02/01/10",3,"20A","rape","18F30","6100-6199","winsome","ln","-",1,"february","monday","apartment","6150 winsome ln",-95.4885282,29.7353783
"03/02/10 09:00","02/03/10",3,"250","rape","18F60","6400-6499","gessner","dr","S",1,"february","wednesday","other / unknown","6450 gessner dr",-95.5389543,29.7090043
"03/02/10 18:00","02/03/10",12,"20A","rape","3B50","8200-8299","fulton","st","-",1,"february","wednesday","apartment","8250 fulton st",-95.3758464,29.8347733
"05/02/10 06:00","02/05/10",0,"13R","rape","12D50","1200-1299","clear lake city","blvd","-",1,"february","friday","road / street / sidewalk","1250 clear lake city blvd",-95.151831,29.582064
"06/02/10 05:00","02/05/10",23,"18A","rape","18F30","3700-3799","hillcroft","","-",1,"february","friday","apartment parking lot","3750 hillcroft",-95.5012016,29.7253771
"06/02/10 06:00","02/06/10",0,"05Z","rape","10H40","2400-2499","san jacinto","","-",1,"february","saturday","misc business (non-specific)","2450 san jacinto",-95.3717551,29.7451339
"06/02/10 23:00","02/06/10",17,"250","rape","10H50","3300-3399","delano","","-",1,"february","saturday","other / unknown","3350 delano",-95.362413,29.7314396
"07/02/10 05:00","02/06/10",23,"140","rape","1,60E+21","4300-4399","fuqua","st","W",1,"february","saturday","hotel / motel / etc.","4350 fuqua st",-95.3499258,29.6121598
"07/02/10 08:00","02/07/10",2,"18O","rape","3B10","10300-10399","hempstead","hwy","-",1,"february","sunday",NA,"10350 hempstead hwy",-95.743638,29.98886
"08/02/10 07:00","02/08/10",1,"20R","rape","1,70E+31","9700-9799","ravensworth","dr","-",1,"february","monday","residence / house","9750 ravensworth dr",-95.55136,29.646715
"08/02/10 10:00","02/08/10",4,"20A","rape","18F50","6200-6299","marinette","dr","-",1,"february","monday","apartment","6250 marinette dr",-95.5180412,29.7119152
"08/02/10 12:00","02/08/10",6,"20A","rape","19G30","12700-12799","rodeo square","dr","-",1,"february","monday","apartment","12750 rodeo square dr",-95.6060569,29.7060801
"09/02/10 06:00","02/09/10",0,"20A","rape","19G50","10000-10099","forum west","dr","-",1,"february","tuesday","apartment","10050 forum west dr",-95.5553203,29.6677316
"09/02/10 17:00","02/09/10",11,"20A","rape","20G70","12900-12999","brant rock","dr","-",1,"february","tuesday","apartment","12950 brant rock dr",-95.6124401,29.7166491
"10/02/10 03:00","02/09/10",21,"13R","rape","8C60","6400-6499","hartwick","rd","-",1,"february","tuesday","road / street / sidewalk","6450 hartwick rd",-95.2924963,29.8843712
"10/02/10 05:00","02/09/10",23,"20A","rape","6B60","800-899","greens","rd","-",1,"february","tuesday","apartment"," 850 greens rd",-95.3951581,29.9505382
"10/02/10 05:00","02/09/10",23,"03S","rape","12D20","12300-12399","gulf","fwy ser","W",1,"february","tuesday","sexually oriented club","12350 gulf fwy ser",-95.3632715,29.7632836
"10/02/10 11:00","02/10/10",5,"20A","rape","1,50E+31","7500-7599","brompton","st","-",1,"february","wednesday","apartment","7550 brompton st",-95.4228269,29.7019346
"11/02/10 06:00","02/11/10",0,"140","rape","1,70E+31","11000-11099","south sam houston","pkwy","W",1,"february","thursday","hotel / motel / etc.","11050 south sam houston pkwy",-95.5405371,29.6459115
"11/02/10 06:00","02/11/10",0,"20R","rape","6B40","9300-9399","irby","","-",1,"february","thursday","residence / house","9350 irby",-95.4335619,29.8790669
"12/02/10 02:00","02/11/10",20,"140","rape","6B60","12400-12499","greenspoint","dr","-",1,"february","thursday","hotel / motel / etc.","12450 greenspoint dr",-95.410241,29.948809
"13/02/10 07:00","2/13/2010",1,"03B","rape","20G60","15600-15699","katy","fwy","-",1,"february","saturday","bar / night club","15650 katy fwy",-95.6512559,29.7854068
"13/02/10 11:00","2/13/2010",5,"140","rape","7C30","3600-3699","crosstimbers","","E",1,"february","saturday","hotel / motel / etc.","3650 crosstimbers",-95.3328136,29.8291595
"13/02/10 12:00","2/13/2010",6,"20A","rape","20G70","3800-3899","synott","rd","-",1,"february","saturday","apartment","3850 synott rd",-95.616561,29.717614
"13/02/10 13:00","2/13/2010",7,"11R","rape","20G10","9800-9899","town park","dr","-",1,"february","saturday","parks & recreation, zoo, swimming pool","9850 town park dr",-95.5557867,29.7118053
"14/02/10 11:00","2/14/2010",5,"20A","rape","19G10","7700-7799","corporate","dr","-",1,"february","sunday","apartment","7750 corporate dr",-95.5521627,29.6949487
"15/02/10 05:00","2/14/2010",23,"20A","rape","18F50","3400-3499","ocee","rd","-",1,"february","sunday","apartment","3450 ocee rd",-95.529084,29.7275504
"15/02/10 20:00","2/15/2010",14,"20R","rape","1,60E+21","4000-4099","knottynold","ln","-",1,"february","monday","residence / house","4050 knottynold ln",-95.4386105,29.6108284
"16/02/10 01:00","2/15/2010",19,"20A","rape","18F40","6400-6499","westheimer","rd","-",1,"february","monday","apartment","6450 westheimer rd",-95.5012024,29.7377262
"16/02/10 17:00","2/16/2010",11,"140","rape","11H10","2000-2099","wayside","","S",1,"february","tuesday","hotel / motel / etc.","2050 wayside",-95.2917654,29.7829518
"18/02/10 00:00","2/17/2010",18,"20A","rape","1,70E+21","7900-7999","bissonnet","st","-",1,"february","wednesday","apartment","7950 bissonnet st",-95.5182414,29.6820601
"19/02/10 07:00","2/19/2010",1,"20A","rape","1,50E+41","8400-8499","bartell","dr","W",1,"february","friday","apartment","8450 bartell dr",-95.4208654,29.6804313
"19/02/10 17:00","2/19/2010",11,"20A","rape","18F40","7900-7999","locke","ln","-",1,"february","friday","apartment","7950 locke ln",-95.5073703,29.7400216
"20/02/10 10:00","2/20/2010",4,"20A","rape","14D20","9600-9699","cullen","blvd","-",1,"february","saturday","apartment","9650 cullen blvd",-95.3556146,29.6523849
"20/02/10 18:00","2/20/2010",12,"20A","rape","6B50","11500-11599","green plaza","dr","-",1,"february","saturday","apartment","11550 green plaza dr",-95.7150691,29.7788417
"20/02/10 23:00","2/20/2010",17,"20R","rape","1,60E+41","5700-5799","gineridge","dr","-",1,"february","saturday","residence / house","5750 gineridge dr",-95.472241,29.594809
"21/02/10 04:00","2/20/2010",22,"13R","rape","8C10","9500-9599","lockwood","dr","-",1,"february","saturday","road / street / sidewalk","9550 lockwood dr",-95.3191119,29.8485604
"21/02/10 08:00","2/21/2010",2,"03S","rape","3B10","3400-3499","t c jester","blvd","W",1,"february","sunday","sexually oriented club","3450 t c jester blvd",-95.446279,29.8178597
"21/02/10 20:00","2/21/2010",14,"250","rape","24C10","400-499","mystic glen loop","","-",1,"february","sunday","other / unknown"," 450 mystic glen loop",-95.248326,30.037153
"22/02/10 02:00","2/21/2010",20,"140","rape","3B40","700-799","38th","st","E",1,"february","sunday","hotel / motel / etc."," 750 38th st",-95.3891138,29.8208646
"22/02/10 22:00","2/22/2010",16,"20C","rape","11H30","8200-8299","park place","blvd","-",1,"february","monday","condominium","8250 park place blvd",-95.271709,29.690318
"23/02/10 02:00","2/22/2010",20,"20R","rape","14D20","8500-8599","comal","","-",1,"february","monday","residence / house","8550 comal",-95.3705327,29.6686205
"23/02/10 22:00","2/23/2010",16,"18R","rape","3B50","4400-4499","north","fwy","-",1,"february","tuesday","restaurant / cafeteria parking lot","4450 north fwy",-95.411952,29.925541
"25/02/10 14:00","2/25/2010",8,"20V","rape","2A10","1400-1499","bunton","","-",1,"february","thursday","vacant single occupancy residence (houses, townhouses, duplexes, etc)","1450 bunton",-95.353284,29.7940358
"26/02/10 01:00","2/25/2010",19,"18C","rape","2A20","800-899","cavalcade","","W",1,"february","thursday","convenience store parking lot"," 850 cavalcade",-95.3600733,29.8032349
"26/02/10 08:00","2/26/2010",2,"20R","rape","9C20","200-299","hahlo","","-",1,"february","friday","residence / house"," 250 hahlo",-95.3094765,29.7840285
"26/02/10 10:00","2/26/2010",4,"20A","rape","5F20","8600-8699","pitner","","-",1,"february","friday","apartment","8650 pitner",-95.505236,29.830377
"27/02/10 00:00","2/26/2010",18,"05O","rape","18F30","5900-5999","westheimer","rd","-",1,"february","friday",NA,"5950 westheimer rd",-95.5011774,29.7377263
"27/02/10 05:00","2/26/2010",23,"18M","rape","18F20","2900-2999","sage","rd","-",1,"february","friday","hotel / motel parking lot","2950 sage rd",-95.467328,29.736899
"27/02/10 10:00","2/27/2010",4,"20A","rape","12D60","1400-1499","el dorado","blvd","-",1,"february","saturday","apartment","1450 el dorado blvd",-95.1259428,29.5723245
"28/02/10 05:00","2/27/2010",23,"20R","rape","13D40","8200-8299","catalina","ln","-",1,"february","saturday","residence / house","8250 catalina ln",-95.2711789,29.613287
"28/02/10 07:00","2/28/2010",1,"13R","rape","1,50E+31","4500-4599","beechnut","st","-",1,"february","sunday","road / street / sidewalk","4550 beechnut st",-95.455209,29.6892639
"28/02/10 08:00","2/28/2010",2,"18O","rape","5F30","14100-14199","northwest","fwy","-",1,"february","sunday",NA,"14150 northwest fwy",-95.5267225,29.8608008
"02/03/10 04:00","03/01/10",22,"20R","rape","8C20","6800-6899","west knoll","","-",1,"march","monday","residence / house","6850 west knoll",-95.3041857,29.8348736
"02/03/10 08:00","03/02/10",2,"20A","rape","18F40","6400-6499","westheimer","rd","-",1,"march","tuesday","apartment","6450 westheimer rd",-95.5012024,29.7377262
"03/03/10 06:00","03/03/10",0,"20P","rape","11H10","6600-6699","ave j","","-",1,"march","wednesday","multi-plex home (duplex, triplex, etc)","6650 ave j",-95.3059085,29.7437036
"04/03/10 22:00","03/04/10",16,"20R","rape","9C30","10400-10499","broadstairs","","-",1,"march","thursday","residence / house","10450 broadstairs",-95.2463838,29.7807918
"06/03/10 03:00","03/05/10",21,"20R","rape","2A30","3200-3299","beauchamp","st","-",1,"march","friday","residence / house","3250 beauchamp st",-95.3741448,29.7873796
"06/03/10 06:00","03/06/10",0,"20M","rape","6B40","1000-1099","rev b j lewis","dr","-",1,"march","saturday","mobile home","1050 rev b j lewis dr",-95.4280782,29.8752261
"06/03/10 12:00","03/06/10",6,"13R","rape","1,70E+11","6500-6599","hornwood","dr","-",1,"march","saturday","road / street / sidewalk","6550 hornwood dr",-95.4980778,29.7088701
"07/03/10 11:00","03/07/10",5,"20P","rape","10H10","500-599","jenkins","st","N",1,"march","sunday","multi-plex home (duplex, triplex, etc)"," 550 jenkins st",-95.3271933,29.7537253
"08/03/10 07:00","03/08/10",1,"20A","rape","7C50","14800-14899","crosswinds","dr","-",1,"march","monday","apartment","14850 crosswinds dr",-95.313579,29.934518
"08/03/10 18:00","03/08/10",12,"20A","rape","19G50","9800-9899","west sam houston","pkwy","S",1,"march","monday","apartment","9850 west sam houston pkwy",-95.5608104,29.6710926
"09/03/10 02:00","03/08/10",20,"20A","rape","9C20","500-599","gazin","","-",1,"march","monday","apartment"," 550 gazin",-95.304289,29.7784979
"09/03/10 02:00","03/08/10",20,"20A","rape","18F10","8200-8299","kingsbrook","","-",1,"march","monday","apartment","8250 kingsbrook",-95.4867311,29.7809104
"09/03/10 07:00","03/09/10",1,"20R","rape","3B40","200-299","43rd","st","E",1,"march","tuesday","residence / house"," 250 43rd st",-95.3967132,29.8256365
"09/03/10 12:00","03/09/10",6,"18C","rape","20G50","900-999","gessner","dr","-",1,"march","tuesday","convenience store parking lot"," 950 gessner dr",-95.5441452,29.7814639
"11/03/10 03:00","03/10/10",21,"140","rape","1A10","1300-1399","lamar","st","-",1,"march","wednesday","hotel / motel / etc.","1350 lamar st",-95.36229,29.7542442
"12/03/10 05:00","03/11/10",23,"140","rape","13D30","8800-8899","telephone","rd","-",1,"march","thursday","hotel / motel / etc.","8850 telephone rd",-95.2889305,29.6401364
"12/03/10 09:00","03/12/10",3,"250","rape","1,50E+21","0-99","bellfort loop","","-",1,"march","friday","other / unknown","  50 bellfort loop",-95.5263205,29.6556015
"12/03/10 13:00","03/12/10",7,"20A","rape","10H10","0-99","greenwood","st","-",1,"march","friday","apartment","  50 greenwood st",-95.3144243,29.7433018
"13/03/10 07:00","3/13/2010",1,"20R","rape","10H20","4700-4799","clay","","-",1,"march","saturday","residence / house","4750 clay",-95.3290483,29.7361823
"15/03/10 16:00","3/15/2010",11,"20A","rape","6B30","5500-5599","desoto","st","-",1,"march","monday","apartment","5550 desoto st",-95.4575799,29.855271
"18/03/10 05:00","3/18/2010",0,"140","rape","7C30","3800-3899","tidwell","rd","-",1,"march","thursday","hotel / motel / etc.","3850 tidwell rd",-95.330511,29.8486526
"22/03/10 16:00","3/22/2010",11,"05C","rape","18F30","3300-3399","chimney rock","rd","-",1,"march","monday","commercial building","3350 chimney rock rd",-95.476809,29.729208
"23/03/10 00:00","3/22/2010",19,"20A","rape","18F40","2600-2699","winrock","blvd","-",1,"march","monday","apartment","2650 winrock blvd",-95.4965274,29.738348
"23/03/10 05:00","3/23/2010",0,"140","rape","7C50","15600-15699","eastex","fwy ser","W",1,"march","tuesday","hotel / motel / etc.","15650 eastex fwy ser",-95.3632715,29.7632836
"24/03/10 21:00","3/24/2010",16,"140","rape","1,70E+21","7600-7699","beechnut","st","-",1,"march","wednesday","hotel / motel / etc.","7650 beechnut st",-95.5261589,29.6919172
"24/03/10 23:00","3/24/2010",18,"20A","rape","1,70E+21","7600-7699","beechnut","st","-",1,"march","wednesday","apartment","7650 beechnut st",-95.5261589,29.6919172
"25/03/10 03:00","3/24/2010",22,"20R","rape","10H70","6400-6499","fannin","","-",1,"march","wednesday","residence / house","6450 fannin",-95.3989409,29.7121768
"25/03/10 18:00","3/25/2010",13,"20R","rape","14D30","5700-5799","groveton","","-",1,"march","thursday","residence / house","5750 groveton",-95.334634,29.648412
"26/03/10 00:00","3/25/2010",19,"20A","rape","4F20","10500-10599","hammerly","","-",1,"march","thursday","apartment","10550 hammerly",-95.5527089,29.813227
"26/03/10 20:00","3/26/2010",15,"20A","rape","1,70E+41","6400-6499","bankside","dr","-",1,"march","friday","apartment","6450 bankside dr",-95.503699,29.663293
"27/03/10 02:00","3/26/2010",21,"13R","rape","7C30","1700-1799","westford","","-",1,"march","friday","road / street / sidewalk","1750 westford",-95.3520559,29.8237987
"28/03/10 09:00","3/28/2010",4,"20R","rape","3B40","300-399","truman","","-",1,"march","sunday","residence / house"," 350 truman",-95.4038056,29.8286447
"29/03/10 01:00","3/28/2010",20,"20A","rape","20G40","11900-11999","overbrook","ln","-",1,"march","sunday","apartment","11950 overbrook ln",-95.5906273,29.7379749
"30/03/10 07:00","3/30/2010",2,"18P","rape","3B40","300-399","garden oaks","blvd","-",1,"march","tuesday","commercial parking lot / garage"," 350 garden oaks blvd",-95.4051709,29.8271968
"31/03/10 06:00","3/31/2010",1,"20A","rape","20G40","2200-2299","hayes","rd","-",1,"march","wednesday","apartment","2250 hayes rd",-95.5762807,29.742298
"02/04/10 03:00","04/01/10",22,"20A","rape","8C20","6700-6799","bennington","","-",1,"april","thursday","apartment","6750 bennington",-95.3050873,29.817136
"02/04/10 06:00","04/02/10",1,"20A","rape","7C50","14800-14899","crosswinds","dr","-",1,"april","friday","apartment","14850 crosswinds dr",-95.313579,29.934518
"04/04/10 03:00","04/03/10",22,"14V","rape","10H40","2200-2299","la branch","","-",1,"april","saturday","vacant hotel / motel / etc.","2250 la branch",-95.368367,29.745082
"04/04/10 23:00","04/04/10",18,"20A","rape","8C30","7400-7499","wayside","","N",1,"april","sunday","apartment","7450 wayside",-95.2842919,29.8292031
"05/04/10 01:00","04/04/10",20,"20A","rape","20G70","12600-12699","westheimer","rd","-",1,"april","sunday","apartment","12650 westheimer rd",-95.6065545,29.7362932
